Word,Website,Favicon,Title
friend,https://informaconnect.com/admans-best-friend-why-american-audiences-love-dog-commercials/,https://knect365.imgix.net/uploads/favicon-d56b834eeeec7dd2caef78d64ad68ff6.ico,Adman’s Best Friend? Why American Audiences Love Dog Commercials
